precio,expensas,direccion,superficie,dormitorios,banos,antiguedad,fuente,ciudad,superficie_imputada,superficie_rango,banos_imputado
397800.0,60000.0,Ituzaingo 1954,45,1,1,10,argenprop,Rosario,False,"(42.0, 52.0]",True
382500.0,50000.0,Riobamba  al 183,50,1,1,0,argenprop,Rosario,False,"(42.0, 52.0]",True
1500000.0,300000.0,"Av. Carballo 100, Piso 8",112,3,2,8,argenprop,Rosario,False,"(70.0, 300.0]",True
520000.0,200000.0,"Mitre 500, Piso 13",85,2,2,65,argenprop,Rosario,False,"(70.0, 300.0]",True
880000.0,,La Paz al 200,80,2,2,14,argenprop,Rosario,False,"(70.0, 300.0]",True
650000.0,220000.0,Cordoba  al 600,43,1,1,10,argenprop,Rosario,False,"(42.0, 52.0]",True
550000.0,100000.0,España  al 700,57,2,1,30,argenprop,Rosario,True,"(52.0, 70.0]",False
600000.0,105000.0,Rioja  al 1400,101,3,2,0,argenprop,Rosario,False,"(70.0, 300.0]",True
700000.0,,Italia al 600,70,2,1,55,argenprop,Rosario,False,"(52.0, 70.0]",True
580000.0,,ALVEAR 472 - 2 - B,38,1,1,0,argenprop,Rosario,False,"(23.999, 42.0]",True
300000.0,,San Nicolas 1628,35,,1,0,argenprop,Rosario,False,"(23.999, 42.0]",False
350000.0,50000.0,"Buenos Aires 1000, Piso 7",45,1,1,10,argenprop,Rosario,False,"(42.0, 52.0]",True
400000.0,45000.0,Zeballos 1683,35,1,1,2,argenprop,Rosario,False,"(23.999, 42.0]",True
510000.0,,Montevideo al 900,65,2,1,46,argenprop,Rosario,False,"(52.0, 70.0]",True
590000.0,135000.0,"BUENOS AIRES 1300, Piso 06",61,2,2,,argenprop,Rosario,False,"(52.0, 70.0]",False
280000.0,,"Moreno 300, Piso 4",46,1,1,20,argenprop,Rosario,True,"(42.0, 52.0]",False
380000.0,55000.0,San Juan al 2300,28,1,1,8,argenprop,Rosario,False,"(23.999, 42.0]",True
380000.0,60000.0,"PARAGUAY 2200, Piso 07",42,1,1,4,argenprop,Rosario,False,"(23.999, 42.0]",True
934500000.0,,"9 DE JULIO 900, Piso 15",86,2,2,,argenprop,Rosario,True,"(70.0, 300.0]",False
290000.0,50000.0,"PARAGUAY 2200, Piso 04",28,,1,4,argenprop,Rosario,False,"(23.999, 42.0]",False
500000.0,110000.0,"Italia 100, Piso 2",44,1,1,20,argenprop,Rosario,False,"(42.0, 52.0]",True
1200000.0,105000.0,"DEL VALLE IBERLUCEA 1000, Piso 7",65,2,1,8,argenprop,Rosario,False,"(52.0, 70.0]",True
490000.0,,Callao 1337 01-01,40,1,1,4,argenprop,Rosario,False,"(23.999, 42.0]",True
360000.0,60000.0,Brown al 2900,35,,1,0,argenprop,Rosario,False,"(23.999, 42.0]",False
300000.0,,"San Juan 1500, Piso 7",27,1,1,40,argenprop,Rosario,False,"(23.999, 42.0]",True
428400.0,50000.0,Moreno 1481,48,1,1,6,argenprop,Rosario,False,"(42.0, 52.0]",True
580000.0,60000.0,"URQUIZA 1500, Piso 5",60,3,2,30,argenprop,Rosario,False,"(52.0, 70.0]",True
550000.0,120000.0,Mendoza  al 300,45,2,1,42,argenprop,Rosario,False,"(42.0, 52.0]",True
320000.0,,San Juan al 1100,29,,1,0,argenprop,Rosario,False,"(23.999, 42.0]",False
230000.0,30000.0,Entre rios 1800,24,,1,,argenprop,Rosario,False,"(23.999, 42.0]",False
290000.0,,"Entre Ríos 900, Piso 04",40,1,1,52,argenprop,Rosario,False,"(23.999, 42.0]",True
320000.0,68000.0,Buenos Aires 633 Alquiler Piso Exclusivo Dpto. Amplio Monoambiente con Balcón,25,,1,5,argenprop,Rosario,False,"(23.999, 42.0]",False
500000.0,,Mitre 1000,86,2,2,,argenprop,Rosario,True,"(70.0, 300.0]",False
350000.0,35000.0,Santiago y 3 de Febrero 100,40,,1,,argenprop,Rosario,False,"(23.999, 42.0]",False
250000.0,22000.0,Rioja 1632,40,,1,35,argenprop,Rosario,False,"(23.999, 42.0]",False
210000.0,,"Ricchieri 1300, Piso 05",26,1,1,125,argenprop,Rosario,False,"(23.999, 42.0]",True
300000.0,,Rodriguez 1315,35,1,1,0,argenprop,Rosario,False,"(23.999, 42.0]",True
660000.0,49000.0,Balcarce y Brown,45,1,1,2,argenprop,Rosario,False,"(42.0, 52.0]",True
420000.0,,"Corrientes 800, Piso 04",60,2,1,45,argenprop,Rosario,False,"(52.0, 70.0]",True
290000.0,90000.0,"ENTRE RIOS 2000, Piso 3",46,1,1,35,argenprop,Rosario,True,"(42.0, 52.0]",False
270000.0,27000.0,"RECONQUISTA 1300, Piso 2",46,1,1,,argenprop,Rosario,True,"(42.0, 52.0]",False
300000.0,30000.0,"RECONQUISTA 1300, Piso 1",50,2,1,5,argenprop,Rosario,False,"(42.0, 52.0]",True
380000.0,35000.0,Pasco al 500,38,1,1,12,argenprop,Rosario,False,"(23.999, 42.0]",True
1050000.0,,"Pje Campichuelo 800, Piso 9",210,4,,20,argenprop,Rosario,False,"(70.0, 300.0]",False
520000.0,,BOULEVARD AVELLANEDA BIS 700,46,1,1,,argenprop,Rosario,True,"(42.0, 52.0]",False
900000.0,91000.0,"Avenida Belgrano 200, Piso 2",30,1,1,0,argenprop,Bariloche,False,"(23.999, 42.0]",True
900000.0,90000.0,Vicealmirante O'Connor al 300,45,1,1,45,argenprop,Bariloche,False,"(42.0, 52.0]",True
1246000.0,85950.0,Salta al 400,71,2,2,30,argenprop,Bariloche,False,"(70.0, 300.0]",True
950000.0,,Av. Bustillo al 4400,57,2,1,25,argenprop,Bariloche,True,"(52.0, 70.0]",False
1500000.0,,Los Molles 1900,80,2,2,,argenprop,Bariloche,False,"(70.0, 300.0]",False
1200000.0,120000.0,24 de Junio  al 700,50,1,1,0,argenprop,Bariloche,False,"(42.0, 52.0]",True
900000.0,108000.0,20 de Junio 700,50,1,1,0,argenprop,Bariloche,False,"(42.0, 52.0]",True
1100000.0,118500.0,20 de Junio 700,50,1,1,0,argenprop,Bariloche,False,"(42.0, 52.0]",True
1300000.0,,"Barrio Melipal, San Carlos de Bariloche",50,1,1,0,argenprop,Bariloche,False,"(42.0, 52.0]",True
750000.0,,ELORDI  al 1600,46,1,1,0,argenprop,Bariloche,True,"(42.0, 52.0]",False
750000.0,,Combate rio santiago al 3700,30,,1,0,argenprop,Bariloche,False,"(23.999, 42.0]",False
1200000.0,,Palacios 654,48,1,1,10,argenprop,Bariloche,False,"(42.0, 52.0]",True
1200000.0,,Gallardo al 600,57,2,1,10,argenprop,Bariloche,True,"(52.0, 70.0]",False
950000.0,,"Exequiel Bustillo 15400, Piso 2",75,2,2,15,argenprop,Bariloche,False,"(70.0, 300.0]",True
800000.0,,"Asuncion 1000, Piso P.A",75,2,2,10,argenprop,Bariloche,False,"(70.0, 300.0]",True
950000.0,80000.0,Quaglia al 400,57,2,1,0,argenprop,Bariloche,True,"(52.0, 70.0]",False
900000.0,,"20 de Junio 500, Piso 1",50,2,1,,argenprop,Bariloche,False,"(42.0, 52.0]",False
1200000.0,,Modesta Victoria 4000,80,1,1,9,argenprop,Bariloche,False,"(70.0, 300.0]",True
747500.0,,"9 de julio 400, Piso 0",45,1,1,2025,argenprop,Bariloche,False,"(42.0, 52.0]",True
690000.0,,"9 de julio 400, Piso 0",85,1,1,2025,argenprop,Bariloche,False,"(70.0, 300.0]",True
1000000.0,,De la tempestad 1000,60,1,1,,argenprop,Bariloche,False,"(52.0, 70.0]",False
500000.0,,Val Sereno 100,30,,1,1,argenprop,Bariloche,False,"(23.999, 42.0]",False
996800.0,65000.0,Mitre 100,35,1,1,52,argenprop,Bariloche,False,"(23.999, 42.0]",True
1500000.0,35000.0,Albarracín 600,74,3,2,35,argenprop,Bariloche,False,"(70.0, 300.0]",True
1000000.0,,Chubut 100,80,3,2,30,argenprop,Bariloche,False,"(70.0, 300.0]",True
809900.0,,Ada María Elflein 800,40,,1,0,argenprop,Bariloche,False,"(23.999, 42.0]",False
996800.0,,FREY 200,42,1,1,27,argenprop,Bariloche,False,"(23.999, 42.0]",True
1200000.0,140000.0,Avenida Exequiel Bustillo 7800,54,1,1,11,argenprop,Bariloche,False,"(52.0, 70.0]",True
700000.0,35000.0,Onelli 500,37,1,1,35,argenprop,Bariloche,False,"(23.999, 42.0]",True
996800.0,70000.0,Rolando 100,43,2,1,46,argenprop,Bariloche,False,"(42.0, 52.0]",True
